"Name","Type","Unlock Prerequisite","Research Scrolls","Antique Tokens","Tier","Value","Crafting Time (seconds)","Crafting Time (formatted)","Value / Crafting Time","Merchant XP","Merchant XP / Crafting Time","Worker XP","Fusion XP","Favor","Airship Power","","Required Worker ","Worker Level","Required Worker","Worker Level","Required Worker","Worker Level","","","","","","","","","","","","","","","Component","Component Quality","Amount Needed","Component","Component Quality","Amount Needed","","ATK","DEF","HP","EVA","CRIT","Mana Shield","","Elemental Affinity","Spirit Affinity","Built-In Element","Built-In Spirit","","Crafting Upgrade 1","Crafts Needed","Crafting Upgrade 2","Crafts Needed","Crafting Upgrade 3","Crafts Needed","Crafting Upgrade 4","Crafts Needed","Crafting Upgrade 5","Crafts Needed","","Starforged Milestone 1","Crafts Needed","Starforged Milestone 2","Crafts Needed","Starforged Milestone 3","Crafts Needed","Starforged Milestone 4","Crafts Needed","Starforged Milestone 5","Crafts Needed","","Ascension Upgrade 1","Shards Needed","Ascension Upgrade 2","Shards Needed","Ascension Upgrade 3","Shards Needed","Transcendence Upgrade 1","Seals Needed","Transcendence Upgrade 2","Seals Needed","Transcendence Upgrade 3","Seals Needed","","Discount Energy","Surcharge Energy","Suggest Energy","Speed Up Energy","","Is Antique starting on (UTC)",""
"Hunting Horn","Instrument","The Bard Pack","6","","4","8,850","840","00:14:00","10.54","9,400","11.19","141","705","52","118","","Bard","7","---","","---","","","33","33","---","---","","---","---","---","---","---","---","---","","Webbed Wing","---","4","Elven Wood","---","3","","148","---","---","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","6","x1.25 Value Increase","16","Blueprint: Woodland Lute","28","-7 Wood Spent","45","Quality Chance x3","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","x1.25 Value Increase","40","+10% Multicraft Chance","65","Quality Chance x2","100","","-1 Webbed Wing Spent","15","+10% Multicraft Chance","15","-1 Elven Wood Spent","15","ATK +15","15","HP +5","15","+10% Base ATK, DEF and HP","15","","70","155","30","190","","",""
"Woodland Lute","Instrument","The Bard Pack","10","","5","21,500","1,710","00:28:30","12.57","16,500","9.65","248","1,240","101","160","","Bard","10","Carpenter","1","---","","","","54","---","---","","11","---","---","---","---","---","---","","Living Root","---","5","Silver Dust","---","3","","200","---","---","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","6","x1.25 Value Increase","16","Blueprint: Melancholyr","28","-11 Wood Spent","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","x1.25 Value Increase","40","+10% Multicraft Chance","65","Quality Chance x2","100","","-2 Ironwood Spent","20","+10% Multicraft Chance","20","-1 Living Root Spent","20","ATK +20","20","HP +6","20","+10% Base ATK, DEF and HP","20","","110","240","50","295","","",""
"Melancholyr","Instrument","The Bard Pack","20","","6","47,000","3,300","00:55:00","14.24","26,000","7.88","390","1,950","217","208","","Bard","13","Carpenter","8","---","","","","94","---","---","","23","---","---","---","---","---","---","","White Sand","---","4","Deep Pearl","---","4","","260","---","---","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","7","x1.25 Value Increase","16","Blueprint: Party Drums","30","-1 Deep Pearl Spent","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","x1.25 Value Increase","40","+10% Multicraft Chance","65","Quality Chance x2","100","","-5 Ironwood Spent","25","-1 White Sand Spent","25","+10% Multicraft Chance","25","ATK +26","25","HP +8","25","+10% Base ATK, DEF and HP","25","","160","350","70","420","","",""
"Jack-o'-Bongo","Instrument","Pumpkin Patch Superior Pack","---","140","6","50,500","3,300","00:55:00","15.3","26,000","7.88","390","1,950","217","248","","Bard","13","Herbalist","8","---","","","","---","---","94","","23","---","---","---","---","---","---","","Living Root","---","11","Elven Wood","---","4","","260","---","8","---","---","---","","Earth","---","---","---","","-25% Craft Time Reduction","7","x1.25 Value Increase","16","-2 Living Root Spent","30","-2 Elven Wood Spent","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","x1.25 Value Increase","40","+10% Multicraft Chance","65","Quality Chance x2","100","","-5 Ironwood Spent","25","-3 Living Root Spent","25","+10% Multicraft Chance","25","ATK +26","25","HP +8","25","+10% Base ATK, DEF and HP","25","","160","360","70","420","","April 13, 2026",""
"Party Drums","Instrument","The Bard Pack","20","","7","125,000","9,600","02:40:00","13.02","46,500","4.84","698","3,490","565","296","","Bard","18","Tailor","14","---","","","","---","171","---","","---","43","---","---","---","---","---","","Silk Scarab","---","5","Webbed Wing","---","3","","370","---","---","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","7","x1.25 Value Increase","18","Blueprint: Snake Charmer","32","-43 Leather Spent","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","x1.25 Value Increase","45","+10% Multicraft Chance","70","Quality Chance x2","110","","-1 Silk Scarab Spent","30","-9 Fabric Spent","30","+10% Multicraft Chance","30","ATK +37","30","HP +11","30","+10% Base ATK, DEF and HP","30","","250","560","110","675","","",""
"Ocarina of Rime","Instrument","Retro Game Pack","---","160","7","135,000","9,600","02:40:00","14.06","46,500","4.84","698","3,490","565","408","","Bard","18","Carpenter","14","---","","","","171","---","---","","43","---","---","---","---","---","---","","Star Metal","---","5","Rustwyrm Scale","---","3","","370","93","---","---","---","---","","Water","---","---","---","","-25% Craft Time Reduction","7","x1.25 Value Increase","18","-43 Wood Spent","32","-1 Rustwyrm Scale Spent","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","+10% Multicraft Chance","45","x1.25 Value Increase","70","+25% Base ATK, DEF and HP","110","","-1 Star Metal Spent","30","-9 Ironwood Spent","30","+10% Multicraft Chance","30","ATK +37","30","DEF +30","30","+10% Base ATK, DEF and HP","30","","260","580","115","675","","October 18, 2026",""
"Snake Charmer","Instrument","The Bard Pack","30","","8","215,000","16,800","04:40:00","12.8","62,500","3.72","938","4,690","973","352","","Bard","21","Master","17","---","","","219","---","---","---","57","---","---","---","---","8","---","---","","Overgrown Vine","---","4","Viper Spirit","Normal","1","","440","---","---","---","---","---","","---","Viper Lethality","---","---","","-25% Craft Time Reduction","7","x1.25 Value Increase","16","-1 Overgrown Vine Spent","30","Blueprint: Portable Gong","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","-1 Viper Spirit Spent","40","x1.25 Value Increase","65","+25% Base ATK, DEF and HP","100","","-55 Iron Spent","35","-17 Steel Spent","35","+10% Multicraft Chance","35","ATK +44","35","HP +14","35","+10% Base ATK, DEF and HP","35","","325","725","145","860","","",""
"Portable Gong","Instrument","The Bard Pack","40","","9","360,000","22,800","06:20:00","15.79","80,500","3.53","1,208","6,040","1,536","408","","Bard","22","Master","18","---","","","268","---","---","---","74","---","---","---","---","14","---","---","","Thread of Fate","---","4","Rustwyrm Scale","---","3","","510","---","---","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","7","-15 Steel Spent","18","x1.25 Value Increase","32","Blueprint: Percussive Clam","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","+10% Multicraft Chance","45","x1.25 Value Increase","70","+25% Base ATK, DEF and HP","110","","-1 Thread of Fate Spent","40","-3 Jewels Spent","40","+10% Multicraft Chance","40","ATK +51","40","HP +16","40","+10% Base ATK, DEF and HP","40","","420","930","185","1,065","","",""
"Percussive Clam","Instrument","The Bard Pack","55","","10","710,000","27,600","07:40:00","25.72","100,000","3.62","1,500","7,500","2,405","472","","Bard","25","Master","21","Herbalist","18","","","---","---","319","","---","---","91","24","---","---","---","","Precious Shell","---","3","Tide Element","Normal","1","","590","---","---","---","---","---","","Water","---","---","---","","-20% Craft Time Reduction","7","-64 Herbs Spent","18","x1.25 Value Increase","32","Blueprint: Lyre of Desire","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","-1 Tide Element Spent","45","x1.25 Value Increase","70","+25% Base ATK, DEF and HP","110","","-5 Ether Spent","45","-91 Oils Spent","45","+10% Multicraft Chance","45","ATK +59","45","HP +18","45","+10% Base ATK, DEF and HP","45","","870","1,930","385","2,335","","",""
"Lyre of Desire","Instrument","The Bard Pack","85","","11","2,250,000","54,000","15:00:00","41.67","185,000","3.43","2,775","13,875","3,653","608","","Bard","27","Master","23","Carpenter","20","","","372","---","---","","107","---","---","---","34","---","---","","Sigil of Grace","---","1","Boreal Gale","---","4","","760","---","---","---","---","---","","---","---","---","---","","-20% Craft Time Reduction","6","-21 Ironwood Spent","16","x1.25 Value Increase","28","Blueprint: Molten Rockstar","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","40","x1.25 Value Increase","65","+25% Base ATK, DEF and HP","100","","-1 Boreal Gale Spent","60","-7 Jewels Spent","60","+10% Multicraft Chance","60","ATK +76","60","HP +24","60","+10% Base ATK, DEF and HP","60","","1,310","2,910","580","2,790","","",""
"Molten Rockstar","Instrument","The Bard Pack","120","","12","3,250,000","89,400","24:50:00","36.35","375,000","4.19","5,625","28,125","5,446","768","","Bard","29","Master","25","Blacksmith","22","","426","---","---","---","124","---","---","---","---","45","---","---","","Sigil of True Might","---","1","Magma Core","---","2","","960","---","---","---","---","---","","Fire","---","---","---","","-20% Craft Time Reduction","6","-85 Iron Spent","14","x1.25 Value Increase","26","Blueprint: Otherworldly Chime","40","Quality Chance x2","60","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","35","x1.25 Value Increase","55","+25% Base ATK, DEF and HP","85","","-14 Jewels Spent","80","-25 Steel Spent","80","+10% Multicraft Chance","80","ATK +96","80","HP +30","80","+10% Base ATK, DEF and HP","80","","1,565","3,475","695","3,290","","",""
"Otherworldly Chime","Instrument","The Bard Pack","200","","13","6,150,000","148,800","41:20:00","41.33","445,000","2.99","6,675","33,375","8,346","984","","Bard","32","Master","28","Blacksmith","25","","","---","---","---","153","---","---","---","---","45","6","---","","All-Seeing Eye","---","3","Spooky Ectoplasm","---","3","","1,230","---","---","---","---","---","","Dark","---","---","---","","-20% Craft Time Reduction","4","-1 Spooky Ectoplasm Spent","10","x1.25 Value Increase","18","Blueprint: Cosmic Trumpet","30","Quality Chance x2","45","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","40","+25% Base ATK, DEF and HP","65","","-1 Essence Spent","100","-1 All-Seeing Eye Spent","100","+10% Multicraft Chance","100","ATK +123","100","HP +38","100","+10% Base ATK, DEF and HP","100","","2,120","4,715","945","3,830","","",""
"Electro-Keytar","Instrument","Neonpunk Superior Pack","---","375","13","6,300,000","175,800","48:50:00","35.84","470,000","2.67","7,050","35,250","9,767","1,216","","Bard","34","Master","30","Blacksmith","27","","","---","---","---","159","---","---","---","---","59","7","---","","Astral Fabric","---","3","Thread of Fate","---","2","","1,270","---","40","---","---","---","","---","---","---","---","","-20% Craft Time Reduction","4","-32 Steel Spent","10","x1.25 Value Increase","18","-1 Thread of Fate Spent","30","Quality Chance x2","45","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","40","+25% Base ATK, DEF and HP","65","","-1 Essence Spent","100","-12 Jewels Spent","100","+10% Multicraft Chance","100","ATK +127","100","HP +39","100","+10% Base ATK, DEF and HP","100","","2,145","4,770","955","4,015","","August 19, 2024",""
"Cosmic Trumpet","Instrument","The Bard Pack","250","","14","11,500,000","246,000","68:20:00","46.75","525,000","2.13","7,875","39,375","13,126","1,224","","Bard","36","Master","32","Blacksmith","29","","","---","---","---","170","---","---","---","---","49","9","---","","Divine Spark","---","3","Raw Obsidian","---","2","","1,530","---","---","---","---","---","","Dark","---","---","---","","-20% Craft Time Reduction","4","-2 Essence Spent","10","x1.25 Value Increase","18","Blueprint: Wendigo Drone","30","Quality Chance x2","45","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","40","+25% Base ATK, DEF and HP","65","","-43 Steel Spent","120","-1 Raw Obsidian Spent","120","+10% Multicraft Chance","120","ATK +153","120","HP +47","120","+10% Base ATK, DEF and HP","120","","2,840","6,315","1,265","4,410","","",""
"Elysium Skylophone","Instrument","Skybound Melody Pack","---","400","14","12,500,000","246,000","68:20:00","50.81","525,000","2.13","7,875","39,375","13,126","1,684","","Bard","36","Master","32","Blacksmith","29","","","---","---","---","170","---","---","---","---","49","9","---","","Heaven's Crest","---","4","Boreal Gale","---","3","","1,530","383","---","---","---","---","","Air, Light","---","---","---","","-20% Craft Time Reduction","4","-43 Steel Spent","10","x1.25 Value Increase","18","-2 Essence Spent","30","Quality Chance x2","45","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","40","+25% Base ATK, DEF and HP","65","","-1 Heaven's Crest Spent","120","-1 Boreal Gale Spent","120","+10% Multicraft Chance","120","ATK +153","120","DEF +122","120","+10% Base ATK, DEF and HP","120","","2,955","6,565","1,315","4,410","","December 11, 2024",""
"Platinum Bell","Instrument","Platinum Chest","---","","14","23,000,000","291,000","80:50:00","79.04","550,000","1.89","8,250","41,250","11,603","1,256","","Bard","37","Master","33","Blacksmith","30","","516","---","---","---","176","---","---","---","---","64","---","---","","Platinum Bangles","---","5","Magma Core","---","2","","1,570","---","---","---","---","---","","Gold","Ancestor Tradition","---","---","","-20% Craft Time Reduction","4","-35 Steel Spent","10","x1.25 Value Increase","18","-13 Jewels Spent","25","Quality Chance x2","40","","+10% Surcharge Value","5","x1.25 Value Increase","15","+20% Bonus Favor","25","+10% Multicraft Chance","35","Quality Chance x2","55","","-1 Platinum Bangles Spent","120","-129 Iron Spent","120","+10% Multicraft Chance","120","ATK +157","120","HP +49","120","+10% Base ATK, DEF and HP","120","","3,000","6,665","1,335","4,610","","January 29, 2025",""
"Rockin' Doubleneck","Instrument","Heavy Metal Superior Pack","---","400","14","14,500,000","246,000","68:20:00","58.94","525,000","2.13","7,875","39,375","12,876","1,464","","Bard","36","Master","32","Blacksmith","29","","","508","---","---","","170","---","---","---","---","9","---","","All-Seeing Eye","---","7","---","---","","","1,530","---","48","---","---","---","","Dark","---","---","---","","-127 Wood Spent","4","x1.25 Value Increase","10","-20% Craft Time Reduction","18","-34 Ironwood Spent","30","Quality Chance x2","45","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","40","+25% Base ATK, DEF and HP","65","","-1 All-Seeing Eye Spent","120","-3 Essence Spent","120","+10% Multicraft Chance","120","ATK +153","120","HP +47","120","+10% Base ATK, DEF and HP","120","","3,205","7,120","1,425","4,410","","September 29, 2025",""
"Wendigo Drone","Instrument","The Bard Pack","275","","15","18,500,000","376,200","104:30:00","49.18","610,000","1.62","9,150","45,750","14,436","1,416","","Bard","38","Master","34","Blacksmith","31","","","---","---","399","","---","---","188","---","---","12","","","Ancient Amber","---","3","Full Moon Crystal","---","4","","1,770","---","---","---","---","---","","Earth, Dark","---","---","---","","-25% Craft Time Reduction","4","-38 Oils Spent","10","x1.25 Value Increase","18","Blueprint: Nihil Lyre","25","Quality Chance x2","40","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","35","+25% Base ATK, DEF and HP","55","","-2 Essence Spent","130","-1 Full Moon Crystal Spent","130","+10% Multicraft Chance","130","ATK +177","130","HP +55","130","+10% Base ATK, DEF and HP","130","","3,580","7,960","1,590","5,035","","",""
"Frogsong Gong","Instrument","Whispering Bog Superior Pack","---","425","15","23,000,000","376,200","104:30:00","61.14","610,000","1.62","9,150","45,750","18,793","1,948","","Bard","38","Master","34","Herbalist","31","","","---","---","533","","---","---","---","---","68","12","---","","Dinosaur Leather","---","3","Man-goroots","---","4","","1,770","443","---","---","---","---","","Earth, Water","---","---","---","","-20% Craft Time Reduction","4","-133 Herbs Spent","10","x1.25 Value Increase","18","-2 Essence Spent","25","Quality Chance x2","40","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","35","+25% Base ATK, DEF and HP","55","","-14 Jewels Spent","130","-1 Man-goroots Spent","130","+10% Multicraft Chance","130","ATK +177","130","DEF +142","130","+10% Base ATK, DEF and HP","130","","4,010","8,910","1,780","5,035","","November 24, 2025",""
